bank_name
Sonali Bank PLC
Janata Bank PLC
Agrani Bank PLC
Rupali Bank PLC
BASIC Bank PLC
Bangladesh Development Bank PLC (BDBL)
Sammilito Islami Bank PLC
Bangladesh Krishi Bank (BKB)
Rajshahi Krishi Unnayan Bank (RAKUB)
Probashi Kallyan Bank
AB Bank PLC
Bangladesh Commerce Bank Limited
Bank Asia PLC
Bengal Commercial Bank PLC
BRAC Bank PLC
Citizens Bank PLC
City Bank PLC
Community Bank Bangladesh PLC
Dhaka Bank PLC
Dutch-Bangla Bank PLC
Eastern Bank PLC
IFIC Bank PLC
Jamuna Bank PLC
Meghna Bank PLC
Mercantile Bank PLC
Midland Bank PLC
Modhumoti Bank PLC
Mutual Trust Bank PLC
National Bank PLC
National Credit & Commerce (NCC) Bank PLC
NRB Bank PLC
NRBC Bank PLC
ONE Bank PLC
Padma Bank PLC
Prime Bank PLC
Pubali Bank PLC
SBAC (South Bangla Agriculture & Commerce) Bank PLC
Shimanto Bank PLC
Southeast Bank PLC
The Premier Bank PLC
Trust Bank PLC
United Commercial Bank (UCB) PLC
Uttara Bank PLC
Islami Bank Bangladesh PLC
Al-Arafah Islami Bank PLC
Shahjalal Islami Bank PLC
Social Islami Bank PLC (SIBL)
First Security Islami Bank PLC
EXIM Bank PLC
Union Bank PLC
Global Islami Bank PLC
ICB Islamic Bank PLC
Standard Bank PLC
Standard Chartered Bank
HSBC (The Hongkong and Shanghai Banking Corporation Limited)
Citibank N.A.
State Bank of India (SBI)
Commercial Bank of Ceylon
Bank Alfalah Limited
Habib Bank Limited (HBL)
National Bank of Pakistan (NBP)
Woori Bank
